Topic ID,Topic Name,Field ID,Field Name,Domain Name
T13090,Medicinal Plant Extracts Effects,27,Medicine,Health Sciences
T13258,Williams Syndrome Research,28,Neuroscience,Life Sciences
T13843,African Sexualities and LGBTQ+ Issues,33,Social Sciences,Social Sciences
T12508,Functional Equations Stability Results,26,Mathematics,Physical Sciences
T12139,Advanced Thermodynamic Systems and Engines,22,Engineering,Physical Sciences
T13354,Genetics and Physical Performance,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T14367,Logistics and Infrastructure Analysis,11,Agricultural and Biological Sciences,Life Sciences
T12665,Bamboo properties and applications,11,Agricultural and Biological Sciences,Life Sciences
T14421,Educational Philosophies and Pedagogies,33,Social Sciences,Social Sciences
T12442,Thermal Radiation and Cooling Technologies,22,Engineering,Physical Sciences
T13908,Scientific and Historical Analyses,12,Arts and Humanities,Social Sciences
T11820,Learning Styles and Cognitive Differences,32,Psychology,Social Sciences
T14007,Indigenous and Place-Based Education,33,Social Sciences,Social Sciences
T14096,Advancements in Materials Engineering,22,Engineering,Physical Sciences
T14415,Biomedical Research and Pathophysiology,27,Medicine,Health Sciences
T12272,Cardiovascular Conditions and Treatments,27,Medicine,Health Sciences
T12212,CNS Lymphoma Diagnosis and Treatment,27,Medicine,Health Sciences
T13765,Social Science and Policy Research,33,Social Sciences,Social Sciences
T13299,Educational Leadership and Administration,33,Social Sciences,Social Sciences
T12387,Galectins and Cancer Biology,24,Immunology and Microbiology,Life Sciences
T12997,Outdoor and Experiential Education,32,Psychology,Social Sciences
T11947,Molten salt chemistry and electrochemical processes,15,Chemical Engineering,Physical Sciences
T12284,Emotional Labor in Professions,33,Social Sciences,Social Sciences
T12612,Strong Light-Matter Interactions,31,Physics and Astronomy,Physical Sciences
T11873,PAPR reduction in OFDM,22,Engineering,Physical Sciences
T11693,Cryptography and Residue Arithmetic,17,Computer Science,Physical Sciences
T14417,Central Asia Education and Culture,33,Social Sciences,Social Sciences
T13410,Immune responses and vaccinations,24,Immunology and Microbiology,Life Sciences
T11188,Coagulation and Flocculation Studies,23,Environmental Science,Physical Sciences
T12738,Corporate Identity and Reputation,14,"Business, Management and Accounting",Social Sciences
T13476,Indonesian Election Politics and Participation,33,Social Sciences,Social Sciences
T13361,Coconut Research and Applications,16,Chemistry,Physical Sciences
T14213,Global Politics and Economy,20,"Economics, Econometrics and Finance",Social Sciences
T12989,Ocular Disorders and Treatments,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12466,Near-Field Optical Microscopy,22,Engineering,Physical Sciences
T12707,Vehicle License Plate Recognition,22,Engineering,Physical Sciences
T12152,Concrete Properties and Behavior,22,Engineering,Physical Sciences
T12174,Hospital Admissions and Outcomes,27,Medicine,Health Sciences
T12730,"Weber, Simmel, Sociological Theory",33,Social Sciences,Social Sciences
T12216,Network Time Synchronization Technologies,17,Computer Science,Physical Sciences
T12846,Ginkgo biloba and Cashew Applications,27,Medicine,Health Sciences
T12608,Spatial Neglect and Hemispheric Dysfunction,28,Neuroscience,Life Sciences
T14344,Pathogenesis and Treatment of Hiccups,27,Medicine,Health Sciences
T13286,Modeling and Simulation Systems,17,Computer Science,Physical Sciences
T13492,"Science, Technology, and Education in Latin America",33,Social Sciences,Social Sciences
T12183,Teratomas and Epidermoid Cysts,27,Medicine,Health Sciences
T13004,Vitamin K Research Studies,29,Nursing,Health Sciences
T14136,Education and Military Integration,33,Social Sciences,Social Sciences
T12357,Digital Media Forensic Detection,17,Computer Science,Physical Sciences
T12007,Plasma and Flow Control in Aerodynamics,22,Engineering,Physical Sciences
T13971,Synthesis and Biological Activity,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13821,Coaching Methods and Impact,32,Psychology,Social Sciences
T14294,Impulse Buying and Technology Impacts,20,"Economics, Econometrics and Finance",Social Sciences
T13588,Regional resilience and development,20,"Economics, Econometrics and Finance",Social Sciences
T12200,Heusler alloys: electronic and magnetic properties,25,Materials Science,Physical Sciences
T13165,Agricultural safety and regulations,11,Agricultural and Biological Sciences,Life Sciences
T12176,Optimization and Packing Problems,22,Engineering,Physical Sciences
T13517,Environmental and Industrial Safety,23,Environmental Science,Physical Sciences
T12401,Scheduling and Timetabling Solutions,18,Decision Sciences,Social Sciences
T12393,Workplace Spirituality and Leadership,33,Social Sciences,Social Sciences
T13767,Leech Biology and Applications,27,Medicine,Health Sciences
T13479,Food Science and Nutritional Studies,29,Nursing,Health Sciences
T13366,Accounting Theory and Financial Reporting,14,"Business, Management and Accounting",Social Sciences
T10931,Direction-of-Arrival Estimation Techniques,17,Computer Science,Physical Sciences
T13047,Pharmacological Receptor Mechanisms and Effects,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13813,Oral and Craniofacial Lesions,36,Health Professions,Health Sciences
T13380,Sound Studies and Aurality,32,Psychology,Social Sciences
T12484,Retinopathy of Prematurity Studies,27,Medicine,Health Sciences
T12684,Stuttering Research and Treatment,32,Psychology,Social Sciences
T12696,Icing and De-icing Technologies,22,Engineering,Physical Sciences
T12404,Mathematical Approximation and Integration,26,Mathematics,Physical Sciences
T12814,Gaussian Processes and Bayesian Inference,17,Computer Science,Physical Sciences
T12980,Family Caregiving in Mental Illness,32,Psychology,Social Sciences
T13776,Phytochemical and Pharmacological Studies,27,Medicine,Health Sciences
T13446,"Antioxidants, Aging, Portulaca oleracea",28,Neuroscience,Life Sciences
T13214,Powdery Mildew Fungal Diseases,11,Agricultural and Biological Sciences,Life Sciences
T14146,Earthquake and Tsunami Effects,22,Engineering,Physical Sciences
T11498,Security in Wireless Sensor Networks,17,Computer Science,Physical Sciences
T12778,History of Medicine and Tropical Health,12,Arts and Humanities,Social Sciences
T13428,Anarchism and Radical Politics,33,Social Sciences,Social Sciences
T13201,Infectious Encephalopathies and Encephalitis,27,Medicine,Health Sciences
T12088,Intergenerational and Educational Inequality Studies,33,Social Sciences,Social Sciences
T13620,Education for Peace and Conflict Resolution,33,Social Sciences,Social Sciences
T12966,Russian Literature and Bakhtin Studies,33,Social Sciences,Social Sciences
T13371,Military Defense Systems Analysis,22,Engineering,Physical Sciences
T13378,Agricultural Development and Policies,11,Agricultural and Biological Sciences,Life Sciences
T13576,"Cyprus History, Politics, Society",33,Social Sciences,Social Sciences
T12474,Education Discipline and Inequality,33,Social Sciences,Social Sciences
T13081,Digital Education and Society,17,Computer Science,Physical Sciences
T11504,Advanced Authentication Protocols Security,17,Computer Science,Physical Sciences
T14438,Advanced Scientific Research Methods,11,Agricultural and Biological Sciences,Life Sciences
T12808,Ferroelectric and Negative Capacitance Devices,22,Engineering,Physical Sciences
T14126,Intramuscular injections and effects,27,Medicine,Health Sciences
T13230,Synthesis and Reactivity of Heterocycles,16,Chemistry,Physical Sciences
T13063,Education and experiences of immigrants and refugees,33,Social Sciences,Social Sciences
T13527,Transportation Systems and Logistics,22,Engineering,Physical Sciences
T13718,Media Influence and Politics,33,Social Sciences,Social Sciences
T13799,Media and Communication Studies,33,Social Sciences,Social Sciences
T12303,Tensor decomposition and applications,26,Mathematics,Physical Sciences
T13841,Psychology of Social Influence,33,Social Sciences,Social Sciences
T14097,Chemistry Education and Research,33,Social Sciences,Social Sciences
T12000,Systems Engineering Methodologies and Applications,22,Engineering,Physical Sciences
T14170,Classical Studies and Philology,12,Arts and Humanities,Social Sciences
T13725,Pineapple and bromelain studies,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12285,Surface Chemistry and Catalysis,22,Engineering,Physical Sciences
T12143,Place Attachment and Urban Studies,33,Social Sciences,Social Sciences
T13700,Gender Studies and Social Issues,33,Social Sciences,Social Sciences
T13263,Building energy efficiency and sustainability,22,Engineering,Physical Sciences
T12878,Pharmaceutical Quality and Counterfeiting,27,Medicine,Health Sciences
T13495,Biographical and Historical Analysis,12,Arts and Humanities,Social Sciences
T14207,Higher Education Practises and Engagement,33,Social Sciences,Social Sciences
T12210,Policy Transfer and Learning,33,Social Sciences,Social Sciences
T13313,Dupuytren's Contracture and Treatments,27,Medicine,Health Sciences
T12683,Studies on Chitinases and Chitosanases,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12962,Nephrotoxicity and Medicinal Plants,27,Medicine,Health Sciences
T14177,Water Resources and Management,23,Environmental Science,Physical Sciences
T13904,Artificial Intelligence Applications,17,Computer Science,Physical Sciences
T13779,Cancer Mechanisms and Therapy,27,Medicine,Health Sciences
T11646,Nonlocal and gradient elasticity in micro/nano structures,25,Materials Science,Physical Sciences
T14206,Animal Law and Welfare,33,Social Sciences,Social Sciences
T14360,Psidium guajava Extracts and Applications,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
T13983,Cybersecurity and Information Systems,17,Computer Science,Physical Sciences
T13419,Ego Development and Educational Practices,32,Psychology,Social Sciences
T12452,Electrowetting and Microfluidic Technologies,22,Engineering,Physical Sciences
T11739,Microwave Imaging and Scattering Analysis,22,Engineering,Physical Sciences
T11704,Mobile Crowdsensing and Crowdsourcing,17,Computer Science,Physical Sciences
T12533,Aldose Reductase and Taurine,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13895,Educational Leadership and Innovation,33,Social Sciences,Social Sciences
T13764,Political theory and Gramsci,33,Social Sciences,Social Sciences
T13132,"Hydropower, Displacement, Environmental Impact",33,Social Sciences,Social Sciences
T12197,Brake Systems and Friction Analysis,22,Engineering,Physical Sciences
T13852,Seismic and Structural Analysis of Tall Buildings,22,Engineering,Physical Sciences
T13578,Stonefly species taxonomy and ecology,22,Engineering,Physical Sciences
T14429,Global Political and Social Dynamics,33,Social Sciences,Social Sciences
T13039,Magnesium Oxide Properties and Applications,25,Materials Science,Physical Sciences
T13812,AI and HR Technologies,14,"Business, Management and Accounting",Social Sciences
T12793,Caveolin-1 and cellular processes,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13878,Case Reports on Hematomas,27,Medicine,Health Sciences
T12521,Death Anxiety and Social Exclusion,32,Psychology,Social Sciences
T12839,Emile Durkheim and Sociology,33,Social Sciences,Social Sciences
T12772,Control and Stability of Dynamical Systems,22,Engineering,Physical Sciences
T12528,"IL-33, ST2, and ILC Pathways",24,Immunology and Microbiology,Life Sciences
T13336,Religious Freedom and Discrimination,33,Social Sciences,Social Sciences
T13563,Chemical Analysis and Environmental Impact,23,Environmental Science,Physical Sciences
T13571,"Corporeality, Perception, and Education",12,Arts and Humanities,Social Sciences
T11565,Thermoelastic and Magnetoelastic Phenomena,22,Engineering,Physical Sciences
T13959,"Swearing, Euphemism, Multilingualism",33,Social Sciences,Social Sciences
T13416,Educational Theory and Curriculum Studies,33,Social Sciences,Social Sciences
T12434,Phosphodiesterase function and regulation,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12887,Educational Strategies and Epistemologies,32,Psychology,Social Sciences
T12526,Antimicrobial agents and applications,16,Chemistry,Physical Sciences
T12654,Xenotransplantation and immune response,27,Medicine,Health Sciences
T14227,Educational Practices and Challenges,33,Social Sciences,Social Sciences
T13661,Reformed Theology and Governance,12,Arts and Humanities,Social Sciences
T12122,Physical Unclonable Functions (PUFs) and Hardware Security,17,Computer Science,Physical Sciences
T14060,Education and Communication Studies,33,Social Sciences,Social Sciences
T14373,Securities Regulation and Market Practices,14,"Business, Management and Accounting",Social Sciences
T13651,Medicinal Plants and Bioactive Compounds,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13483,Herbal Medicine Research Studies,27,Medicine,Health Sciences
